Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Monthly Charges,Total Charges,Internet Service_DSL,Internet Service_Fiber optic,Internet Service_No,Payment Method_Bank transfer (automatic),Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Charges Per Month,Num Services,Tenure Group,High Value Customer,Auto Payment,Churn Probability,SHAP Magnitude,Actual Churn,Risk Tier
0,1,1,0,1.5297851402675715,1,0,0,0,0,0,0,0,2,1,-1.5067052245164243,-0.3638795524997934,0,0,1,0,1,0,0,-1.2668597103659889,1,3,0,1,0.0035,0.2589,0,Low
1,0,1,0,1.3667408905872107,1,1,0,0,1,0,1,0,2,1,-0.0516147792635438,0.8395154871322309,1,0,0,1,0,0,0,0.109828553043179,4,3,0,1,0.038,0.2067,0,Low
1,1,0,0,-1.2419671042985652,1,1,0,0,0,0,1,1,0,1,0.9694429731767632,-0.9287492531552524,0,1,0,0,0,1,0,0.0454911902324501,4,0,1,0,0.9262,0.1354,1,High
0,0,1,0,0.5515196421854057,1,1,0,1,1,1,1,1,2,1,1.4650052048171731,1.1327262522008592,0,1,0,0,1,0,0,1.447454846174404,7,2,1,1,0.2975,0.2011,0,Low
1,0,1,0,1.2852187657470302,1,1,1,1,1,0,0,0,1,0,0.8181135668704638,1.5025927055491652,0,1,0,1,0,0,0,0.9320994399864228,5,3,0,1,0.128,0.1661,0,Low
1,0,1,1,1.6113072651077522,1,1,1,1,1,1,1,1,2,1,0.9012615923134856,1.909474481180436,1,0,0,0,1,0,0,1.0318880027132675,8,3,1,1,0.0026,0.2334,0,Low
1,0,1,1,1.4482630154273912,1,0,1,0,0,1,1,1,2,1,1.1540315896602715,1.9329013418863403,0,1,0,0,0,1,0,1.2294956170605065,5,3,1,0,0.0059,0.2538,0,Low
1,0,1,1,1.4482630154273912,1,0,1,1,0,1,0,1,2,0,1.0060281043716928,1.93969557267487,0,1,0,1,0,0,0,1.2367171577841596,5,3,1,1,0.0125,0.2243,0,Low
0,0,1,0,1.6113072651077522,1,0,0,0,0,0,0,0,2,0,-1.5116941060430058,-0.3487028291799607,0,0,1,1,0,0,0,-1.269813977025665,1,3,0,1,0.0079,0.2374,0,Low
0,0,0,0,-0.9158786049378432,1,1,0,1,0,0,0,0,0,1,0.5370732408730502,-0.6480019309292194,0,1,0,0,1,0,0,0.4984787447161535,3,0,0,1,0.8918,0.1231,1,High
1,0,0,0,-1.2419671042985652,1,1,0,0,0,0,0,0,0,0,-1.330431410577218,-0.9815589561024608,0,0,1,0,0,0,1,-1.2642336955573874,2,0,0,0,0.1559,0.178,0,Low
0,0,0,0,-1.201206041878475,1,0,0,1,0,1,1,1,0,1,1.0991538928678777,-0.8698070951456696,0,1,0,0,0,1,0,0.6445508184445936,5,0,1,0,0.8595,0.1744,1,High
1,0,1,0,-0.0598962941159479,1,1,0,0,0,0,1,0,0,1,-0.1929664225166808,-0.178251461313177,1,0,0,0,1,0,0,-0.0112963800035502,3,2,0,1,0.2353,0.1618,0,Low
0,1,1,1,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.1861885735034985,-0.9778309528451185,0,1,0,0,0,0,1,-0.7866272522430482,1,0,0,0,0.505,0.2024,1,Medium
1,1,1,0,0.1439090179845032,1,0,0,0,1,1,0,0,1,0,-0.3575995128938637,-0.1296991822042355,1,0,0,0,1,0,0,-0.1747658018389737,3,2,0,1,0.0403,0.1733,0,Low
0,0,1,1,0.3069532676648642,1,1,0,0,0,0,0,0,0,1,-1.2855314768379864,-0.5335367894951906,0,0,1,0,0,1,0,-1.0800844071042297,2,2,0,0,0.0279,0.2014,0,Low
1,0,0,0,-0.9158786049378432,1,1,0,0,0,0,1,1,0,0,1.0093540253894138,-0.5984349290401727,0,1,0,0,0,1,0,0.8336238846638786,4,0,1,0,0.8785,0.1383,1,High
0,0,1,0,-0.4675069183168504,1,0,0,0,1,1,0,0,1,0,0.4772066625540746,-0.2401716100904595,0,1,0,0,0,1,0,0.6570243887854496,3,1,0,0,0.2864,0.1407,0,Low
0,0,0,0,-1.2827281667186554,1,1,0,0,0,0,0,0,0,1,-1.3004981214177305,-0.997551869484552,0,0,1,0,0,0,1,-1.519941887544927,2,0,0,0,0.3358,0.1959,0,Medium
0,0,1,0,1.5297851402675715,1,1,0,0,1,0,1,1,1,1,1.0908390903235752,2.071653652470276,0,1,0,0,0,1,0,1.2856266835943562,5,3,1,0,0.4732,0.1712,0,Medium
0,0,0,0,-0.3452237310565796,1,1,1,0,0,1,0,0,0,1,0.6484915949666992,-0.1538760553997829,0,1,0,0,0,1,0,0.6018780778048246,4,1,0,0,0.5057,0.1379,0,Medium
1,0,0,0,-0.9566396673579334,1,0,0,0,0,0,0,0,0,0,-1.4967274614632615,-0.9300286862258196,0,0,1,0,0,0,1,-1.355815962007353,1,0,0,0,0.2348,0.1691,0,Low
0,0,0,0,-0.0598962941159479,1,1,1,1,0,0,1,1,0,0,1.3136757985108731,0.4053464923924824,0,1,0,0,0,1,0,1.3456967723411086,6,2,1,0,0.605,0.1661,0,High
1,0,1,0,1.6113072651077522,1,1,0,1,1,1,1,1,2,1,1.441723757693127,2.4502334862129627,0,1,0,0,0,1,0,1.5830228606684398,7,3,1,0,0.1237,0.2192,0,Low
1,0,0,0,-1.1604449794583849,1,1,1,0,0,0,0,0,0,1,0.5071399517135622,-0.8606084125521081,0,1,0,0,0,1,0,0.2641069230484983,3,0,0,0,0.6033,0.1313,0,High
0,0,1,0,0.6738028294456765,1,1,1,1,1,1,0,1,2,0,1.3901719819184537,1.27392713297157,0,1,0,0,1,0,0,1.454348135046982,7,3,1,1,0.2848,0.2138,0,Low
1,0,0,0,-0.8751175425177529,1,0,0,0,0,0,0,0,2,0,-1.4784348958657971,-0.9068003582377618,0,0,1,0,0,0,1,-1.3095324510057578,1,0,0,0,0.014,0.225,0,Low
0,0,1,1,1.407501953007301,1,1,1,0,1,1,1,1,1,1,1.4816348099057777,2.203611732265682,0,1,0,0,0,1,0,1.57219054958296,7,3,1,0,0.0116,0.2561,0,Low
1,0,1,0,-1.2419671042985652,1,0,0,0,0,0,0,0,0,0,-1.4917385799366805,-0.9921473677209488,0,0,1,0,0,0,1,-1.5268351764175052,1,0,0,0,0.2583,0.1638,0,Low
0,1,0,0,-0.3859847934766699,1,0,0,1,0,0,1,1,0,1,0.9943873808096698,0.0029868508899412,0,1,0,0,0,1,0,1.1943726689954652,4,1,1,0,0.6039,0.1382,1,High
0,0,1,1,-0.3859847934766699,1,0,0,0,1,0,0,0,0,1,0.3474957428629605,-0.2576204300700927,0,1,0,0,1,0,0,0.386216611648453,2,1,0,1,0.0445,0.2022,0,Low
1,0,1,0,0.7960860167059473,1,0,1,1,0,0,1,1,1,1,0.3508216638806817,0.6964616343282847,1,0,0,0,0,0,1,0.4512104781613323,5,3,0,0,0.0597,0.1865,0,Low
0,0,0,0,-1.1196839170382944,1,0,0,1,0,1,0,1,0,1,0.8147876458527427,-0.8052177842728931,0,1,0,0,0,1,0,0.5831677222935414,4,0,0,0,0.7273,0.1474,1,High
1,0,1,1,0.8368470791260375,1,0,0,1,0,1,1,0,0,0,0.004925878037711,0.4751417723110154,1,0,0,0,1,0,0,0.1019505086173754,4,3,0,1,0.0201,0.2075,0,Low
0,0,1,0,-0.6713122304173017,1,1,0,1,0,0,1,1,0,1,1.1689982342400156,-0.3318054889721237,0,1,0,0,0,1,0,1.0207274397767123,5,1,1,0,0.9088,0.1531,1,High
0,0,0,0,0.9998913288063984,1,0,0,1,1,1,1,0,2,0,0.1629071263794523,0.7092339058430859,1,0,0,0,0,0,1,0.2611526563888219,5,3,0,0,0.0113,0.2344,0,Low
1,0,0,0,0.5515196421854057,1,1,0,1,1,1,1,1,2,0,1.456690402272871,1.154300140873528,0,1,0,0,0,1,0,1.481593038686219,7,2,1,0,0.3786,0.2033,0,Medium
0,0,1,0,1.6113072651077522,1,1,1,1,1,1,1,1,2,0,0.8297542904324867,1.8633928314491413,1,0,0,0,1,0,0,0.9846197361584468,8,3,0,1,0.0223,0.2093,0,Low
1,0,0,0,1.407501953007301,1,1,1,1,1,1,1,1,1,1,0.7964950802552779,1.595461899119653,1,0,0,1,0,0,0,0.9068240474536364,8,3,0,1,0.04,0.1639,0,Low
0,1,0,0,-1.201206041878475,1,0,0,0,1,0,0,0,0,0,0.3391809403186583,-0.919396156225588,0,1,0,0,0,0,1,-0.2778368830765699,2,0,0,0,0.7543,0.1376,0,High
1,0,0,0,-0.1006573565360382,1,0,0,1,0,0,1,1,1,1,1.0692206037083891,0.324036314838844,0,1,0,1,0,0,0,1.256412268848668,4,2,1,1,0.4517,0.1704,0,Medium
0,1,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.1595812053617316,-0.9781838998990676,0,1,0,0,0,1,0,-0.799429074434979,1,0,0,0,0.9554,0.1416,1,High
1,0,1,0,-0.4267458558967602,1,1,1,0,0,1,1,0,0,0,1.03263547251346,-0.0228885800027386,0,1,0,0,1,0,0,1.2468929651674892,5,1,1,1,0.5377,0.1671,0,Medium
0,1,1,0,-0.3452237310565796,0,0,0,0,1,0,0,1,0,1,-0.8049358897773209,-0.5971554959696055,1,0,0,0,1,0,0,-0.7173661116661921,2,1,0,1,0.5007,0.1751,1,Medium
1,0,0,1,0.266192205244774,1,1,0,0,0,0,0,0,1,0,-1.310475884470893,-0.586059722961065,0,0,1,1,0,0,0,-1.156238836553664,2,2,0,1,0.0094,0.2151,0,Low
1,1,0,0,0.5107585797653155,1,1,0,0,0,0,1,1,0,1,0.9661170521590426,0.8441699764061913,0,1,0,1,0,0,0,1.054537380437453,4,2,1,1,0.7788,0.1548,0,High
1,0,0,0,-0.9974007297780236,1,0,0,0,0,0,0,0,0,1,-1.501716342989843,-0.934396406018446,0,0,1,1,0,0,0,-1.3266015472616652,1,0,0,1,0.2076,0.1652,0,Low
0,0,0,0,-1.2827281667186554,0,0,0,1,0,0,0,0,0,0,-1.1608094386734538,-0.9956988974513168,1,0,0,1,0,0,0,-1.4510089988191464,1,0,0,1,0.7252,0.1731,1,High
0,0,0,0,-0.3859847934766699,1,0,0,0,1,0,0,0,0,0,-0.503940037673582,-0.5318823501798018,1,0,0,0,1,0,0,-0.4639556826361785,2,1,0,1,0.3608,0.1507,0,Medium
1,0,1,1,1.6113072651077522,1,1,1,1,1,1,1,1,2,0,1.649593821300681,2.5649192195557102,0,1,0,1,0,0,0,1.699880519651192,8,3,1,1,0.0039,0.264,0,Low
0,0,1,0,1.4890240778474817,1,0,0,0,0,0,0,0,2,0,-1.5000533824809827,-0.4021081302807092,0,0,1,1,0,0,0,-1.2977153843670526,1,3,0,1,0.0077,0.241,0,Low
1,0,1,0,0.1846700804045935,1,1,1,0,1,1,0,0,2,1,-0.0682443843521482,-0.0035647287989981,1,0,0,0,1,0,0,0.0257960791679412,5,2,0,1,0.0268,0.1944,0,Low
0,0,0,0,0.6330417670255862,0,0,1,1,0,0,1,0,0,1,-0.6669101675419048,-0.0804189497965228,1,0,0,0,0,1,0,-0.5328885713619592,3,2,0,0,0.5054,0.1658,0,Medium
0,0,0,0,-1.1604449794583849,1,1,0,0,0,0,0,0,2,1,-1.3154647659974743,-0.957315905334298,0,0,1,0,1,0,0,-1.1749491920649473,2,0,0,1,0.0285,0.2001,0,Low
1,1,1,0,-1.2827281667186554,1,1,0,0,0,0,1,0,0,1,0.7050322522679541,-0.970948485293101,0,1,0,0,0,1,0,-0.5305908084044332,3,0,0,0,0.9527,0.15,1,High
1,0,1,1,0.9591302663863084,1,1,0,0,1,1,1,1,2,1,1.2754277068070834,1.5824910948870057,0,1,0,0,0,1,0,1.4399050535996756,6,3,1,0,0.0076,0.274,0,Low
0,0,1,1,0.7960860167059473,1,0,0,0,0,0,0,0,2,0,-1.4884126589189597,-0.5329853097233943,0,0,1,1,0,0,0,-1.2747377547917922,1,3,0,1,0.0045,0.237,0,Low
0,0,0,0,-1.1604449794583849,1,0,0,1,0,0,1,1,0,1,0.1263219951845229,-0.8936530804781392,1,0,0,1,0,0,0,-0.2276143498620724,4,0,0,1,0.3063,0.1726,1,Medium
0,0,0,1,-0.4267458558967602,0,0,0,0,1,0,1,1,1,1,-0.5122548402178841,-0.5538753634790361,1,0,0,0,1,0,0,-0.4708489715087564,3,1,0,1,0.0225,0.2119,0,Low
1,0,0,0,-1.2419671042985652,1,0,0,1,0,0,0,0,0,1,0.3292031772654958,-0.9450289360186774,0,1,0,0,0,1,0,-0.3582585865899809,2,0,0,0,0.7557,0.1233,0,High
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.5033793034987035,-1.0002430907709177,0,0,1,0,0,0,1,-1.6203869539739222,1,0,0,0,0.6949,0.1674,1,High
1,0,0,0,-0.7528343552574821,1,0,0,0,0,0,0,0,1,0,-1.513357066551866,-0.8656158488800181,0,0,1,0,0,0,1,-1.232065014152023,1,1,0,0,0.031,0.1944,0,Low
0,1,0,0,-1.1604449794583849,1,1,0,0,0,0,0,1,0,1,0.6568063975110013,-0.8500420601244921,0,1,0,0,0,1,0,0.4213395597134935,3,0,0,0,0.9259,0.1305,1,High
1,0,0,0,-0.1414184189561284,1,0,0,0,1,0,0,0,0,0,-0.5288844453064885,-0.4249173336422019,1,0,0,1,0,0,0,-0.4944831047861672,2,2,0,1,0.266,0.1579,0,Low
1,0,1,1,1.6113072651077522,1,1,1,1,0,1,1,1,2,1,1.4250941526045229,2.485175244553973,0,1,0,0,1,0,0,1.6184740605845556,7,3,1,1,0.0046,0.266,0,Low
1,0,1,1,0.592280704605496,1,0,1,0,1,0,0,1,0,0,0.8380690929767889,0.8163533367167886,0,1,0,0,0,1,0,0.8864724326869773,4,2,1,0,0.038,0.2099,0,Low
0,0,0,0,-1.2827281667186554,1,1,0,0,0,0,0,0,0,1,0.4090252816907969,-0.9748750212682904,0,1,0,0,0,1,0,-0.6763346302817987,2,0,0,0,0.9719,0.1422,1,High
0,0,0,0,-1.201206041878475,1,1,0,0,0,0,0,0,0,0,0.3175624537034729,-0.9137048849806506,0,1,0,1,0,0,0,-0.1718115351792972,2,0,0,1,0.8539,0.1132,1,High
1,0,0,0,-0.9158786049378432,1,0,0,0,0,0,0,0,0,0,-1.5000533824809827,-0.9170358228023,0,0,1,0,1,0,0,-1.321349517644463,1,0,0,1,0.0804,0.1967,0,Low
1,0,0,0,-1.038161792198114,1,1,0,0,0,0,1,1,0,0,1.0426132355666224,-0.7266870647691077,0,1,0,0,0,1,0,0.6819715294671604,4,0,1,0,0.944,0.1601,0,High
1,0,0,0,1.081413453646579,1,1,0,0,1,0,0,0,2,0,-0.3559365523850034,0.3658825999227431,1,0,0,0,1,0,0,-0.237790157245402,3,3,0,1,0.0658,0.1926,0,Low
1,0,0,0,-0.3452237310565796,1,0,0,1,0,0,0,0,0,1,-0.503940037673582,-0.4714401671909332,1,0,0,0,0,0,1,-0.3431590014405243,2,1,0,0,0.139,0.1863,0,Low
0,0,1,1,-0.5897901055771212,1,0,0,0,0,0,1,0,0,0,-0.2960699740660276,-0.5311985152627745,1,0,0,0,0,0,1,-0.0720229724524525,2,1,0,0,0.046,0.1946,0,Low
0,0,1,0,1.407501953007301,0,0,1,0,0,1,0,0,2,0,-0.9695689801545038,0.1142092912658081,1,0,0,0,1,0,0,-0.7137553413043656,2,3,0,1,0.0248,0.228,0,Low
1,0,1,1,1.570546202687662,1,1,1,0,0,0,1,0,1,1,0.0448369302503615,1.061364769730425,1,0,0,0,0,1,0,0.1964870417270179,4,3,0,0,0.0084,0.2248,0,Low
0,0,1,0,-0.2637016062163992,1,0,0,1,1,1,1,1,0,0,0.5670065300325382,-0.0918897290498848,1,0,0,1,0,0,0,0.5841524778467669,6,2,0,1,0.1148,0.1801,0,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.52832371113161,-1.000573978633995,0,0,1,0,0,0,1,-1.6325322724637028,1,0,0,0,0.4584,0.1802,0,Medium
1,0,1,0,1.5297851402675715,1,1,0,1,1,1,1,0,2,0,0.2693365989465203,1.314163097121824,1,0,0,1,0,0,0,0.4915854558435751,6,3,0,1,0.0361,0.1744,0,Low
1,1,0,0,1.4482630154273912,1,1,0,1,1,0,0,1,0,1,1.03263547251346,1.860194248772723,0,1,0,0,0,1,0,1.151043424653546,5,3,1,0,0.6066,0.1788,0,High
0,0,1,0,0.5515196421854057,0,0,0,0,0,0,1,1,0,1,-0.6951804961925321,-0.1230814249426806,1,0,0,0,0,1,0,-0.5404383639366878,2,2,0,0,0.5185,0.1838,0,Medium
0,0,0,0,1.4890240778474817,1,0,1,0,1,1,1,1,2,1,0.5852990956300029,1.441996108224194,1,0,0,0,1,0,0,0.6622764184026518,6,3,0,1,0.0155,0.2081,0,Low
1,0,0,0,-1.2827281667186554,1,1,0,0,0,0,0,0,0,1,-0.4789956300406754,-0.9866546291938584,1,0,0,0,0,1,0,-1.1148791033181955,2,0,0,0,0.8198,0.1447,1,High
0,0,0,0,1.407501953007301,1,0,1,0,1,1,0,1,1,1,0.2493810728401947,1.193256671953215,1,0,0,1,0,0,0,0.4666383151618642,5,3,0,1,0.1421,0.1512,0,Low
0,1,0,0,-1.1604449794583849,1,1,0,0,0,0,0,0,0,1,0.3341920587920773,-0.8669614595232009,0,1,0,0,0,1,0,0.1695703899388556,2,0,0,0,0.8757,0.1115,1,High
0,0,1,0,-0.5082679807369407,1,0,1,1,0,1,1,0,0,1,1.0542539591286455,-0.1699351463544895,0,1,0,0,0,1,0,1.0295902397557417,5,1,1,0,0.6837,0.1664,0,High
0,0,1,1,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.510031145534145,-1.0003313275344052,0,0,1,0,0,1,0,-1.6236694724846736,1,0,0,0,0.4006,0.1856,0,Medium
1,0,0,0,-0.5082679807369407,1,0,0,0,0,0,1,0,0,0,0.4639029784831909,-0.2847973532242118,0,1,0,0,0,1,0,0.6228861962736341,2,1,0,0,0.7848,0.1207,0,High
0,0,1,1,1.570546202687662,1,1,1,1,1,0,1,0,2,1,1.135739024062807,2.1065733516204137,0,1,0,0,1,0,0,1.2767638836153274,6,3,1,1,0.002,0.2771,0,Low
0,0,0,0,-1.1604449794583849,1,0,0,0,0,0,0,0,0,0,-1.4800978563746574,-0.9747206069321874,0,0,1,0,0,0,1,-1.4339399025632384,1,0,0,0,0.2967,0.1708,1,Low
0,0,1,1,1.6113072651077522,1,1,1,0,1,1,1,1,2,1,1.5165569805918464,2.5465218543685872,0,1,0,1,0,0,0,1.681170164139909,7,3,1,1,0.0038,0.2807,0,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,1,0,0,1,-0.377555039000189,-0.9853090185506752,1,0,0,0,0,0,1,-1.064656570103698,2,0,0,0,0.839,0.1572,1,High
1,0,1,0,1.2852187657470302,1,0,1,0,1,0,1,1,1,1,0.2726625199642409,1.0596441528424203,1,0,0,0,1,0,0,0.4249503300753202,5,3,0,1,0.0594,0.1745,0,Low
1,0,0,0,0.755324954285857,1,1,0,0,0,0,0,0,1,1,-1.3387462131215204,-0.4501971663813418,0,0,1,1,0,0,0,-1.1434370143617332,2,3,0,1,0.0493,0.1766,0,Low
1,1,1,0,-0.1414184189561284,1,0,1,0,1,0,0,1,1,0,0.8397320534856492,0.1631806950013147,0,1,0,1,0,0,0,0.9642681213917872,4,2,1,1,0.1419,0.1672,0,Low
1,0,0,0,-0.0191352316958577,1,1,0,0,0,0,0,1,0,1,0.6917285681970708,0.166533692013836,0,1,0,1,0,0,0,0.707575173851022,3,2,0,1,0.764,0.1397,0,High
1,0,0,0,-1.1196839170382944,1,0,0,0,0,0,0,0,0,0,-1.4900756194278202,-0.9667572390274496,0,0,1,0,1,0,0,-1.4201533248180822,1,0,0,1,0.1327,0.1932,0,Low
0,0,0,0,-1.1196839170382944,1,0,1,0,0,1,0,0,0,0,-0.3659143154381659,-0.8942927970134229,1,0,0,0,1,0,0,-0.5213997565743292,3,0,0,1,0.5672,0.1497,1,Medium
1,1,1,0,1.570546202687662,1,0,1,1,0,1,1,0,1,1,0.2044811391009632,1.2023450585924174,1,0,0,1,0,0,0,0.3422308636043832,5,3,0,1,0.0346,0.1814,0,Low
0,0,1,0,0.9591302663863084,1,1,0,0,1,1,1,1,2,0,1.2754277068070834,1.5254019089106583,0,1,0,1,0,0,0,1.3653918834056171,6,3,1,1,0.2422,0.217,0,Low
1,0,0,0,-0.9974007297780236,1,0,0,0,0,0,0,0,0,1,-1.4767719353569364,-0.93730821921353,0,0,1,0,1,0,0,-1.3508921842412265,1,0,0,1,0.0524,0.2041,0,Low
0,0,0,0,1.4482630154273912,1,0,0,0,0,0,0,0,2,0,-1.505042264007564,-0.3728797023755081,0,0,1,0,1,0,0,-1.257012154833734,1,3,0,1,0.0037,0.2571,0,Low
0,0,0,0,-0.5897901055771212,1,0,0,0,0,0,0,0,1,0,-1.4884126589189597,-0.8293284798958251,0,0,1,0,0,0,1,-1.2396148067267514,1,1,0,0,0.0215,0.2125,0,Low
1,0,1,0,1.1629355784867594,1,1,1,1,0,0,1,1,1,1,1.3685534953032676,1.8798269286486693,0,1,0,0,0,1,0,1.5239375274749134,6,3,1,0,0.5723,0.187,1,Medium
1,0,1,0,0.266192205244774,1,0,1,0,1,1,1,1,1,0,0.5038140306958415,0.3953536789275343,1,0,0,0,1,0,0,0.6691697072752296,6,2,0,1,0.0919,0.1536,1,Low
0,0,0,0,-1.201206041878475,1,0,0,0,0,0,0,0,0,1,0.176210810450336,-0.92323445543729,0,1,0,0,0,1,0,-0.3490675347598769,1,0,0,0,0.8145,0.1076,0,High
1,0,0,0,-0.9566396673579334,1,1,0,0,0,0,1,1,0,1,1.0193317884425763,-0.6431268497465407,0,1,0,0,0,1,0,0.778805825534329,4,0,1,0,0.9274,0.1318,1,High
1,0,1,1,1.5297851402675715,1,1,1,1,1,1,1,1,2,1,0.84139501399451,1.7427731757618663,1,0,0,0,1,0,0,0.9409622399654516,8,3,1,1,0.0031,0.2248,0,Low
1,0,1,1,0.755324954285857,1,1,0,1,0,1,0,0,1,0,0.6435027134401181,0.8880677662411725,0,1,0,1,0,0,0,0.7715842848106758,4,3,0,1,0.005,0.2305,0,Low
0,0,0,0,0.9591302663863084,0,0,1,1,1,1,0,0,2,0,-0.6585953649976026,0.1205623382369009,1,0,0,1,0,0,0,-0.4685512085512306,4,3,0,1,0.0163,0.213,0,Low
0,0,0,0,-1.2827281667186554,1,0,0,1,0,0,0,0,0,1,-0.5405251688685117,-0.9874708192561168,1,0,0,0,0,1,0,-1.1450782736171088,2,0,0,0,0.8071,0.141,0,High
1,0,0,0,-1.078922854618204,1,0,0,0,0,1,0,0,0,0,-0.4922993141115591,-0.8816969990255966,1,0,0,0,0,0,1,-0.5906608971511853,2,0,0,0,0.3617,0.1637,0,Medium
0,0,1,1,-0.3044626686364894,1,0,0,0,0,0,0,0,2,1,-1.5349755531670517,-0.8396521812238508,0,0,1,0,0,0,1,-1.4582305395427997,1,2,0,0,0.005,0.2367,0,Low
0,0,1,1,1.6113072651077522,1,0,0,0,0,0,0,0,2,1,-1.4884126589189597,-0.4237923149077376,0,0,1,0,1,0,0,-1.3462966583261742,1,3,0,1,0.0017,0.2602,0,Low
1,0,1,1,-0.4675069183168504,1,0,0,0,0,0,0,0,1,0,-1.4983904219721222,-0.8544538982988621,0,0,1,0,0,0,1,-1.4204815766691574,1,1,0,0,0.0108,0.2049,0,Low
1,0,1,1,1.4482630154273912,1,1,1,1,1,1,1,1,2,1,1.6579086238449834,2.454314436524255,0,1,0,1,0,0,0,1.7917910379522333,8,3,1,1,0.0135,0.2532,0,Low
1,0,1,0,0.592280704605496,1,1,0,1,1,0,1,1,0,1,1.305360995966571,1.2566327273280395,0,1,0,0,0,1,0,1.5689080310722086,6,2,1,0,0.9257,0.1708,0,High
0,0,0,1,-1.2827281667186554,1,0,0,0,1,0,0,1,0,0,-0.1879775409900993,-0.9827942707912846,1,0,0,0,0,1,0,-0.9711047925472808,3,0,0,0,0.5394,0.1879,1,Medium
0,0,1,1,1.3259798281671205,1,1,1,0,1,1,1,1,2,0,1.4783088888880562,2.2282959668512814,0,1,0,0,0,1,0,1.7067738085237705,7,3,1,0,0.0135,0.2557,0,Low
1,0,0,0,0.4699975173452252,1,0,1,0,0,1,1,0,1,0,0.0182295621085946,0.2151742078862649,1,0,0,0,0,1,0,0.081270641999641,4,2,0,0,0.2427,0.1435,0,Low
0,0,0,0,-0.3452237310565796,1,0,0,0,1,0,0,0,0,1,-0.5172437217444656,-0.4648224099293783,1,0,0,0,1,0,0,-0.3234638903760155,2,1,0,1,0.3034,0.1616,0,Medium
1,0,0,1,-1.2827281667186554,1,1,0,0,0,0,0,0,0,1,-0.4922993141115591,-0.9868311027208329,1,0,0,0,0,1,0,-1.1214441403396982,2,0,0,0,0.6357,0.1759,0,High
0,0,0,0,0.8776081415461278,0,0,1,0,0,1,0,1,1,0,-0.6901916146659508,0.0365609393968966,1,0,0,1,0,0,0,-0.5282930454469071,3,3,0,1,0.072,0.1934,0,Low
1,0,1,0,-0.0598962941159479,1,1,1,1,0,1,0,0,0,1,0.8546986980653932,0.2836459363524868,0,1,0,0,1,0,0,1.0624154248632562,5,2,1,1,0.2061,0.165,0,Low
0,1,1,0,-1.2827281667186554,1,1,0,0,1,0,1,1,0,1,1.1956056023817825,-0.9644410239859053,0,1,0,0,0,1,0,-0.2883409423109747,5,0,1,0,0.9715,0.1696,1,High
0,0,1,1,-1.2419671042985652,1,0,0,0,0,0,0,0,1,0,-1.481760816883518,-0.9948385890073144,0,0,1,0,0,0,1,-1.5937985540368351,1,0,0,0,0.0372,0.2134,0,Low
1,0,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,0,-1.5033793034987035,-1.0002430907709177,0,0,1,1,0,0,0,-1.6203869539739222,1,0,0,1,0.4471,0.1668,0,Medium
1,0,1,1,0.8368470791260375,1,1,1,1,0,0,0,1,2,0,0.1612441658705919,0.6173132574800876,1,0,0,1,0,0,0,0.2979168637092385,5,3,0,1,0.0034,0.2396,0,Low
1,1,1,0,1.4890240778474817,1,1,0,1,1,1,1,1,2,1,1.4483755997285688,2.2197590599838755,0,1,0,1,0,0,0,1.4891428312609476,7,3,1,1,0.1541,0.223,1,Low
0,1,0,0,-1.2827281667186554,1,0,0,0,0,0,0,0,0,1,0.2044811391009632,-0.977588301745528,0,1,0,0,0,1,0,-0.777436200412944,1,0,0,0,0.9144,0.1335,1,High
0,0,1,0,-0.3859847934766699,1,1,0,0,1,0,0,1,0,0,0.84139501399451,-0.1067135053157679,0,1,0,0,0,0,1,0.8543037512816127,4,1,1,0,0.6479,0.167,0,High
0,1,0,0,-0.712073292837392,1,0,0,0,0,0,1,1,0,1,0.8862949477337415,-0.391122653226528,0,1,0,0,0,1,0,0.9301299288799718,3,1,1,0,0.8394,0.1268,0,High
0,0,1,1,1.407501953007301,1,1,1,0,0,1,1,1,2,0,1.391834942427314,2.0835656155410747,0,1,0,0,1,0,0,1.440889809152901,6,3,1,1,0.0183,0.2664,0,Low
0,0,1,0,0.755324954285857,1,0,0,0,0,0,0,0,0,0,0.1429516002731273,0.6012321073345089,0,1,0,0,0,0,1,0.3609412191156668,1,3,0,0,0.2477,0.1957,0,Low
1,0,0,0,-0.9974007297780236,1,0,0,1,0,1,1,0,0,1,0.0598035748301055,-0.7790776430897511,1,0,0,0,0,1,0,-0.0428085577067644,4,0,0,0,0.1621,0.1703,0,Low
